,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4731,Hyundai i10,2014,31446,Petrol,Manual,First,20.36,1197,78.9,5,466000
4732,Hyundai Grand,2015,25000,Petrol,Manual,First,18.9,1197,82.0,5,550000
4733,Hyundai i20,2016,57000,Petrol,Manual,First,18.6,1197,81.83,5,600000
4734,Maruti Vitara,2018,57078,Diesel,Manual,First,24.3,1248,88.5,5,1019000
4735,Honda Amaze,2016,47471,Diesel,Manual,First,25.8,1498,98.6,5,525000
4736,Mercedes-Benz M-Class,2014,50000,Diesel,Automatic,First,15.26,2143,203.2,5,4500000
4737,Hyundai i20,2010,62000,Diesel,Manual,First,23.0,1396,90.0,5,270000
4738,Hyundai i10,2013,65807,Petrol,Manual,First,19.81,1086,68.05,5,339000
4739,Maruti Swift,2014,81768,Diesel,Manual,First,26.59,1248,74.0,5,569000
4740,BMW Z4,2018,9952,Petrol,Automatic,First,10.37,2979,306.0,2,5854000
4741,Maruti Baleno,2017,24000,Diesel,Manual,First,27.39,1248,74.0,5,840000
4742,Chevrolet Beat,2012,72921,Diesel,Manual,First,25.44,936,57.6,5,250000
4743,Honda Brio,2012,59000,Petrol,Manual,First,19.4,1198,86.8,5,325000
4744,Ford Figo,2014,33000,Diesel,Manual,Second,20.0,1399,68.05,5,325000
4745,Maruti Celerio,2016,36789,Petrol,Automatic,First,23.1,998,67.04,5,425000
4746,Mercedes-Benz New,2014,41000,Diesel,Automatic,First,14.84,2143,170.0,5,1850000
4747,Honda Brio,2015,46650,Petrol,Manual,First,19.4,1198,86.8,5,425000
4748,Maruti Baleno,2018,3000,Petrol,Automatic,First,21.4,1197,83.1,5,885000
4749,Hyundai EON,2014,14799,Petrol,Manual,First,21.1,814,55.2,5,413999
4750,Hyundai i20,2015,68525,Diesel,Manual,First,23.0,1396,90.0,5,700000
4751,Ford Endeavour,2018,15000,Diesel,Automatic,First,10.91,3198,197.0,7,3300000
4752,Honda City,2017,29000,Petrol,Manual,First,17.4,1497,117.3,5,1000000
4753,Maruti SX4,2012,77407,Diesel,Manual,Second,21.5,1248,88.8,5,353000
4754,Chevrolet Optra,2007,118000,Petrol,Manual,First,12.9,1598,102.5,5,135000
4755,Volkswagen Vento,2013,75000,Diesel,Manual,First,20.54,1598,103.6,5,450000
4756,Honda City,2012,69000,Petrol,Manual,First,16.8,1497,116.3,5,490000
4757,Hyundai Creta,2016,52553,Diesel,Manual,First,19.67,1582,126.2,5,1226000
4758,Hyundai Xcent,2014,58000,Diesel,Manual,Second,24.4,1120,71.0,5,399000
4759,Mercedes-Benz GLC,2017,24000,Diesel,Automatic,First,17.9,2143,170.0,5,4695000
4760,Ford Figo,2015,65542,Diesel,Manual,First,20.0,1399,68.0,5,380000
4761,Volkswagen Jetta,2013,68008,Diesel,Manual,Second,15.0,1896,105.0,5,675000
4762,Mahindra TUV,2017,22251,Diesel,Manual,First,18.49,1493,100.0,7,875000
4763,Ford Ecosport,2013,55000,Petrol,Manual,Second,15.8,1499,110.0,5,520000
4764,Hyundai Verna,2017,19387,Petrol,Manual,First,17.1,1591,121.3,5,842000
4765,Maruti Wagon,2014,58000,CNG,Manual,First,26.6,998,58.16,5,300000
4766,Hyundai i20,2016,24001,Petrol,Manual,First,18.6,1197,81.83,5,575000
4767,Audi A4,2008,17000,Diesel,Automatic,First,15.2,1968,140.8,5,975000
4768,Nissan Micra,2015,28500,Petrol,Manual,First,19.49,1198,67.04,5,350000
4769,Mercedes-Benz M-Class,2014,66000,Diesel,Automatic,First,15.26,2143,203.2,5,3000000
4770,Land Rover,2017,22000,Diesel,Automatic,First,12.83,2179,147.5,5,3500000
4771,Hyundai Creta,2018,44383,Petrol,Manual,First,15.8,1591,121.3,5,1325000
4772,Skoda Rapid,2013,45000,Diesel,Manual,First,20.5,1598,103.5,5,365000
4773,Maruti Swift,2015,58000,Diesel,Manual,First,23.4,1248,74.0,5,525000
4774,Hyundai Creta,2016,69000,Petrol,Manual,First,15.8,1591,121.3,5,969999
4775,Hyundai Grand,2017,60993,Diesel,Manual,First,24.0,1120,70.0,5,521000
4776,Mahindra TUV,2016,67000,Diesel,Manual,First,18.49,1493,100.0,7,630000
4777,Hyundai Grand,2014,51134,Diesel,Manual,First,24.0,1120,70.0,5,472000
4778,BMW X5,2011,55000,Diesel,Automatic,Second,11.7,2993,245.0,5,2800000
4779,Maruti Dzire,2018,25082,Diesel,Automatic,First,28.4,1248,73.75,5,836999
4780,Toyota Fortuner,2012,68350,Diesel,Manual,First,12.55,2982,168.5,7,1400000
4781,Audi A6,2015,50000,Diesel,Automatic,First,17.68,1968,174.33,5,3600000
4782,Honda Jazz,2015,97000,Diesel,Manual,First,27.3,1498,98.6,5,640000
4783,Audi Q7,2015,56238,Diesel,Automatic,First,11.33,4134,335.2,7,5169000
4784,Mahindra Scorpio,2014,72618,Diesel,Manual,First,12.05,2179,120.0,7,800000
4785,Chevrolet Cruze,2012,62005,Diesel,Manual,First,18.3,1991,147.9,5,980000
4786,Chevrolet Beat,2012,61250,Diesel,Manual,First,25.44,936,57.6,5,270000
4787,Audi A4,2014,28469,Diesel,Automatic,First,18.25,1968,187.74,5,2437000
4788,Skoda Rapid,2018,21488,Petrol,Automatic,First,14.3,1598,103.52,5,972000
4789,Maruti Swift,2014,197000,Diesel,Manual,First,23.4,1248,74.0,5,500000
4790,Toyota Fortuner,2009,138205,Diesel,Manual,Second,11.5,2982,171.0,7,1050000
4791,Maruti Swift,2012,160000,Diesel,Manual,Second,22.9,1248,74.0,5,390000
4792,Honda City,2012,67590,Petrol,Manual,First,17.0,1497,118.0,5,565000
4793,Mercedes-Benz M-Class,2012,52000,Diesel,Automatic,First,15.26,2143,203.2,5,2995000
4794,Maruti Swift,2008,100000,Diesel,Manual,Second,17.8,1248,75.0,5,300000
4795,Ford Aspire,2017,60048,Diesel,Manual,First,26.1,1498,99.0,5,600000
4796,Hyundai i10,2009,48000,Petrol,Manual,First,20.36,1197,78.9,5,211000
4797,Maruti Alto,2011,100000,Petrol,Manual,First,19.7,796,46.3,5,150000
4798,Maruti Swift,2006,80010,Petrol,Manual,Second,20.4,1197,81.8,5,285000
4799,Mercedes-Benz New,2017,26493,Diesel,Automatic,First,19.27,2143,170.0,5,3364000
4800,Tata Indica,2011,96000,Diesel,Manual,Second,17.88,1396,52.8,5,91000
4801,Maruti Alto,2014,45700,Petrol,Manual,Second,22.74,796,47.3,5,242000
4802,Skoda Superb,2005,13000,Petrol,Automatic,First,9.3,2771,193.1,5,325000
4803,Volkswagen Polo,2013,38000,Petrol,Manual,First,16.47,1198,73.9,5,280000
4804,Maruti Dzire,2019,8018,Petrol,Automatic,First,22.0,1197,81.8,5,830000
4805,Mahindra Scorpio,2010,144400,Diesel,Manual,Third,12.05,2179,120.0,8,525000
4806,Maruti Swift,2010,152000,Diesel,Manual,First,17.8,1248,75.0,5,290000
4807,BMW 3,2013,71000,Diesel,Automatic,First,18.88,1995,184.0,5,1500000
4808,Tata Nano,2012,80000,Petrol,Manual,Second,25.4,624,37.5,4,53000
4809,Toyota Innova,2014,87143,Diesel,Manual,First,12.99,2494,100.0,8,1250000
4810,Honda Brio,2012,25000,Petrol,Manual,First,18.4,1198,86.8,5,275000
4811,Tata Tiago,2018,2000,Petrol,Automatic,First,23.84,1199,83.83,5,500000
4812,Mahindra Scorpio,2014,45239,Diesel,Manual,First,12.05,2179,120.0,8,709000
4813,BMW 5,2011,101999,Diesel,Automatic,First,16.73,1995,218.0,5,1998999
4814,Toyota Corolla,2014,74219,Diesel,Manual,First,21.43,1364,87.2,5,1075000
4815,Honda City,2016,25000,Petrol,Automatic,First,18.0,1497,117.3,5,944999
4816,Hyundai Verna,2008,109606,Diesel,Manual,First,22.0,1582,126.2,5,290000
4817,Maruti Swift,2015,36000,Diesel,Manual,First,26.59,1248,74.0,5,470000
4818,Maruti Ciaz,2016,41810,Petrol,Manual,First,20.73,1373,91.1,5,711000
4819,Ford Ecosport,2014,93321,Diesel,Manual,First,22.7,1498,89.84,5,625000
4820,Maruti Alto,2011,81000,Petrol,Manual,First,20.92,998,67.1,5,220000
4821,Honda Amaze,2019,25717,Petrol,Automatic,First,19.0,1199,88.76,5,886000
4822,Mahindra XUV500,2015,37000,Diesel,Manual,First,15.1,2179,140.0,7,930000
4823,Mahindra TUV,2017,56380,Diesel,Manual,First,18.49,1493,100.0,7,757000
4824,Honda Jazz,2017,8000,Petrol,Manual,First,18.2,1199,88.7,5,790000
4825,Maruti Swift,2018,14589,Petrol,Manual,First,16.1,1298,88.2,5,565000
4826,Volkswagen Polo,2013,65088,Petrol,Manual,First,16.47,1198,73.9,5,325000
4827,Hyundai Creta,2019,24864,Diesel,Manual,First,20.5,1582,126.2,5,1627000
4828,Chevrolet Beat,2011,64831,Petrol,Manual,First,18.6,1199,79.4,5,321000
4829,Honda Amaze,2013,38001,Diesel,Manual,First,25.8,1498,98.6,5,390000
4830,Mercedes-Benz E-Class,2008,77000,Petrol,Automatic,Second,10.0,2496,157.7,5,650000
4831,BMW 5,2016,27000,Diesel,Automatic,First,18.59,2993,265.0,5,4800000
4832,Audi A3,2016,39000,Diesel,Automatic,First,20.38,1968,143.0,5,1889999
4833,Maruti Swift,2015,131000,Diesel,Manual,First,26.59,1248,74.0,5,360000
4834,Maruti Swift,2015,43000,Diesel,Manual,First,26.59,1248,74.0,5,550000
4835,Toyota Innova,2011,68000,Diesel,Manual,Second,12.8,2494,102.0,7,700000
4836,BMW X3,2016,45165,Diesel,Automatic,First,16.09,1995,184.0,5,4175000
4837,BMW 5,2007,120000,Diesel,Automatic,First,16.73,1995,218.0,5,1050000
4838,Mahindra XUV500,2014,86091,Diesel,Manual,First,15.1,2179,140.0,7,1009000
4839,Honda City,2009,71499,Petrol,Manual,First,17.0,1497,118.0,5,300000
4840,Force One,2014,50000,Diesel,Manual,First,17.0,2200,139.01,7,1200000
4841,Volkswagen Polo,2015,66000,Diesel,Manual,First,20.14,1498,88.0,5,491000
4842,Honda Jazz,2010,45000,Petrol,Manual,First,16.0,1198,90.0,5,200000
4843,Toyota Etios,2015,69189,Diesel,Manual,First,23.59,1364,67.06,5,530000
4844,Nissan Terrano,2014,40206,Diesel,Manual,First,19.01,1461,108.5,5,722000
4845,BMW X3,2017,36723,Diesel,Automatic,First,18.56,1995,190.0,5,3257000
4846,Hyundai i20,2010,57500,Petrol,Manual,First,18.5,1197,80.0,5,275000
4847,Maruti Eeco,2018,43912,CNG,Manual,First,15.1,1196,73.0,5,433000
4848,Ford Fiesta,2011,52000,Diesel,Manual,First,17.8,1399,68.0,5,375000
4849,Honda City,2014,60952,Petrol,Automatic,First,16.8,1497,118.0,5,591000
4850,Maruti Swift,2013,87192,Diesel,Manual,First,25.2,1248,74.0,5,434999
4851,Hyundai Grand,2014,58000,Diesel,Manual,First,24.0,1120,70.0,5,325000
4852,Audi Q7,2017,59500,Diesel,Automatic,First,14.75,2967,245.0,7,6800000
4853,Volkswagen Ameo,2016,16650,Petrol,Manual,First,17.0,1198,74.0,5,550000
4854,Honda City,2018,34696,Petrol,Automatic,First,18.0,1497,117.3,5,1208000
4855,Maruti Baleno,2018,42243,Diesel,Manual,First,27.39,1248,74.0,5,748000
4856,Hyundai Grand,2016,57824,Diesel,Manual,First,24.0,1120,70.0,5,550000
4857,Maruti Swift,2011,110000,Diesel,Manual,First,19.3,1248,73.9,5,350000
4858,Toyota Fortuner,2013,63455,Diesel,Manual,First,11.5,2982,171.0,7,1900000
4859,Honda Jazz,2017,17151,Diesel,Manual,First,27.3,1498,98.6,5,840000
4860,Maruti Vitara,2016,31001,Diesel,Manual,First,24.3,1248,88.5,5,725000
4861,Maruti Swift,2014,42109,Diesel,Manual,First,23.4,1248,74.0,5,425000
4862,Skoda Rapid,2015,55000,Diesel,Automatic,Second,21.66,1498,103.52,5,570000
4863,Maruti Alto,2013,30852,Petrol,Manual,First,22.74,796,47.3,5,249000
4864,Volkswagen Polo,2011,65000,Petrol,Manual,Second,16.47,1198,73.9,5,300000
4865,Honda City,2015,65000,Diesel,Manual,First,26.0,1498,98.6,5,595000
4866,Maruti Swift,2013,72000,Diesel,Manual,First,23.4,1248,74.0,5,269000
4867,Audi A4,2014,29000,Diesel,Automatic,First,17.11,1968,174.33,5,2600000
4868,Honda City,2015,32000,Petrol,Manual,First,17.8,1497,117.3,5,550000
4869,Ford Figo,2016,29875,Petrol,Manual,First,18.16,1196,86.8,5,484999
4870,Maruti Vitara,2018,32539,Diesel,Manual,First,24.3,1248,88.5,5,839000
4871,Renault Duster,2015,83090,Diesel,Manual,First,19.01,1461,108.45,5,799000
4872,Hyundai i20,2016,62679,Diesel,Manual,First,21.19,1396,88.73,5,695000
4873,Mahindra Logan,2010,93000,Petrol,Manual,First,15.7,1390,75.0,5,150000
4874,Honda City,2006,44000,Petrol,Manual,First,17.7,1497,78.0,5,155000
4875,Ford Figo,2010,78400,Petrol,Manual,Second,15.6,1196,70.0,5,275000
4876,Renault Duster,2014,71300,Petrol,Manual,First,13.06,1598,102.53,5,425000
4877,Hyundai i10,2015,18000,Petrol,Manual,First,20.36,1197,78.9,5,285000
4878,Land Rover,2019,24013,Diesel,Automatic,First,12.81,1999,148.31,7,5614000
4879,Audi Q5,2009,99100,Petrol,Automatic,Second,9.74,1984,208.0,5,1000000
4880,Maruti Versa,2003,62000,Petrol,Manual,Second,11.3,1298,83.1,8,125000
4881,Maruti Swift,2017,14000,Diesel,Manual,First,26.59,1248,74.0,5,750000
4882,Audi A4,2015,44811,Diesel,Automatic,First,17.11,1968,174.33,5,2581000
4883,Volkswagen Polo,2014,44000,Petrol,Manual,First,16.47,1198,74.0,5,430000
4884,Toyota Fortuner,2010,136000,Diesel,Manual,Second,11.5,2982,171.0,7,1100000
4885,Toyota Fortuner,2010,144113,Diesel,Manual,Second,11.5,2982,171.0,7,1175000
4886,Honda Accord,2012,94989,Petrol,Manual,First,12.8,2354,177.6,5,658000
4887,Maruti Swift,2012,58133,Diesel,Manual,First,22.9,1248,74.0,5,480000
4888,Skoda Fabia,2008,61000,Petrol,Manual,Second,17.5,1198,70.0,5,165000
4889,Jeep Compass,2017,27000,Diesel,Manual,First,17.1,1956,170.0,5,1500000
4890,Tata Nano,2014,18050,Petrol,Manual,Second,25.4,624,37.5,4,100000
4891,Ford Fiesta,2007,145277,Petrol,Manual,First,15.3,1596,101.0,5,165000
4892,Maruti Celerio,2015,42000,Diesel,Manual,First,27.62,793,47.0,5,360000
4893,Toyota Fortuner,2011,86000,Diesel,Manual,First,11.5,2982,171.0,7,1150000
4894,Maruti Celerio,2015,42150,Diesel,Manual,First,27.62,793,47.0,5,360000
4895,Hyundai EON,2015,30158,Petrol,Manual,First,21.1,814,55.2,5,305000
4896,Ford Fiesta,2011,47000,Diesel,Manual,Second,23.5,1498,90.0,5,600000
4897,Volkswagen Polo,2013,39000,Petrol,Manual,First,16.47,1198,74.0,5,375000
4898,Volkswagen Polo,2016,32125,Petrol,Manual,First,16.2,1199,74.0,5,617000
4899,Maruti Vitara,2017,58829,Diesel,Manual,First,24.3,1248,88.5,5,905000
4900,Honda Brio,2013,67559,Petrol,Manual,First,19.4,1198,86.8,5,405000
4901,Maruti Swift,2013,55000,Petrol,Manual,First,17.5,1298,85.8,5,425000
4902,Maruti Celerio,2018,30000,Petrol,Manual,First,23.1,998,67.04,5,375000
4903,Hyundai Creta,2016,28000,Petrol,Automatic,First,13.0,1591,121.3,5,1185000
4904,Ford Ecosport,2016,31826,Diesel,Manual,First,22.7,1498,89.84,5,824000
4905,Honda CR-V,2008,100009,Petrol,Manual,Second,13.1,1997,141.1,5,650000
4906,Land Rover,2019,17201,Diesel,Automatic,First,12.51,2179,187.7,7,5891000
4907,Mahindra XUV500,2014,74345,Diesel,Manual,First,15.1,2179,140.0,7,800000
4908,Volkswagen Polo,2015,58134,Petrol,Manual,First,16.47,1198,74.0,5,463999
4909,Hyundai i10,2010,30566,Petrol,Automatic,First,19.2,1197,80.0,5,332000
4910,Hyundai i10,2012,55231,Petrol,Manual,Second,20.36,1197,78.9,5,278000
4911,Chevrolet Cruze,2016,67774,Diesel,Automatic,First,14.81,1998,163.7,5,894999
4912,Mercedes-Benz E-Class,2013,50319,Petrol,Automatic,First,12.0,1991,181.03,5,2195000
4913,Hyundai Sonata,2013,45000,Petrol,Manual,First,11.7,2359,134.0,5,790000
4914,Mercedes-Benz New,2007,43627,Petrol,Automatic,First,11.74,1796,186.0,5,2900000
4915,Volkswagen Polo,2013,45000,Diesel,Manual,First,22.07,1199,73.9,5,325000
4916,Honda City,2014,10500,Petrol,Manual,First,17.4,1497,117.3,5,590000
4917,Maruti Vitara,2017,21789,Diesel,Manual,First,24.3,1248,88.5,5,988000
4918,Hyundai Elite,2019,21134,Petrol,Manual,First,18.6,1197,81.86,5,877999
4919,Tata New,2011,90000,Diesel,Manual,Second,13.93,2179,138.1,7,275000
4920,Nissan Sunny,2014,51553,Diesel,Manual,First,21.64,1461,84.8,5,598000
4921,BMW 3,2011,31000,Petrol,Automatic,First,10.9,2497,215.0,5,3100000
4922,Toyota Corolla,2011,67422,Petrol,Manual,Second,14.53,1798,138.0,5,355000
4923,Hyundai Verna,2015,60519,Diesel,Manual,First,22.32,1582,126.32,5,624000
4924,Maruti Swift,2009,34000,Diesel,Manual,First,19.3,1248,73.9,5,219000
4925,Maruti Dzire,2013,68434,Diesel,Manual,First,28.4,1248,73.75,5,550000
4926,Maruti Alto,2014,17000,Petrol,Manual,First,24.07,998,67.1,5,210000
4927,Jaguar XJ,2011,43686,Petrol,Automatic,First,10.5,5000,503.0,4,5066000
4928,Mercedes-Benz New,2012,22000,Diesel,Automatic,First,14.84,2143,170.0,5,1400000
4929,Hyundai Verna,2013,79225,Diesel,Manual,First,22.0,1582,126.2,5,550000
4930,Chevrolet Aveo,2007,63000,Petrol,Manual,Third,14.2,1598,102.0,5,120000
4931,Maruti Swift,2014,61922,Petrol,Manual,First,20.4,1197,81.8,5,530000
4932,Hyundai Verna,2015,85000,Diesel,Manual,First,23.9,1582,126.2,5,630000
4933,Mercedes-Benz GLC,2017,26192,Diesel,Automatic,First,17.9,2143,168.0,5,4047000
4934,Toyota Fortuner,2013,65000,Diesel,Manual,First,13.0,2982,168.5,7,1610000
4935,Audi Q5,2014,44999,Diesel,Automatic,First,12.8,1968,167.6,5,2500000
4936,BMW 3,2008,81308,Diesel,Automatic,Second,13.2,1995,170.0,5,795000
4937,Maruti Alto,2016,35000,Petrol,Manual,First,24.7,796,47.3,5,265000
4938,Maruti Alto,2012,65349,Petrol,Manual,First,20.92,998,67.1,5,281000
4939,Audi A4,2012,80000,Petrol,Automatic,First,15.64,1798,167.62,5,1750000
4940,Maruti Swift,2012,61000,Petrol,Manual,First,16.1,1197,85.0,5,330000
4941,Maruti Wagon,2019,31817,Petrol,Manual,First,22.5,998,67.04,5,534000
4942,Skoda Rapid,2016,41000,Diesel,Manual,First,21.14,1498,103.52,5,850000
4943,Honda Jazz,2010,82606,Petrol,Manual,Second,16.0,1198,90.0,5,269000
4944,Mahindra XUV500,2015,52000,Diesel,Manual,First,16.0,2179,140.0,7,1150000
4945,Maruti Ritz,2011,50318,Petrol,Manual,First,18.5,1197,85.8,5,405999
4946,Mercedes-Benz GLE,2016,50000,Diesel,Automatic,First,17.9,2143,201.15,5,4900000
4947,Skoda Rapid,2012,72000,Diesel,Manual,First,20.5,1598,103.5,5,459999
4948,Hyundai Grand,2015,63776,Diesel,Manual,First,24.0,1120,70.0,5,396000
4949,Hyundai Elite,2015,28133,Petrol,Manual,First,18.6,1197,81.86,5,560000
4950,Tata Zest,2017,45000,Diesel,Manual,First,22.95,1248,74.0,5,375000
4951,Hyundai i20,2015,55697,Diesel,Manual,First,22.54,1396,88.73,5,550000
4952,Skoda Rapid,2012,62000,Diesel,Manual,Second,20.5,1598,103.5,5,300000
4953,Fiat Linea,2011,48000,Petrol,Manual,First,16.0,1368,90.0,5,300000
4954,Maruti Swift,2010,90246,Petrol,Manual,First,16.1,1298,88.2,5,295000
4955,Tata Indica,2015,80500,Diesel,Manual,First,25.0,1396,69.0,5,245000
4956,Mercedes-Benz New,2012,119000,Diesel,Automatic,First,14.84,2143,170.0,5,1399000
4957,Mercedes-Benz GLE,2016,28541,Diesel,Automatic,First,11.57,2987,254.79,5,6075000
4958,Honda City,2012,41000,Petrol,Manual,Second,16.8,1497,116.3,5,450000
4959,Hyundai i20,2010,58000,Petrol,Manual,Second,18.5,1197,80.0,5,250000
4960,Toyota Fortuner,2015,99000,Diesel,Manual,First,13.0,2982,168.5,7,2050000
4961,Hyundai Grand,2014,31200,Petrol,Manual,First,18.9,1197,82.0,5,390000
4962,Volkswagen Jetta,2009,85000,Diesel,Manual,Second,15.0,1896,105.0,5,350000
4963,Ford EcoSport,2016,60924,Petrol,Automatic,First,15.63,1499,110.4,5,830000
4964,Hyundai EON,2012,45000,Petrol,Manual,First,21.1,814,55.2,5,250000
4965,Nissan Micra,2011,44000,Petrol,Automatic,First,19.15,1198,75.94,5,265000
4966,Honda Jazz,2016,30534,Petrol,Automatic,First,19.0,1199,88.7,5,742000
4967,Volkswagen Polo,2016,46399,Petrol,Manual,First,16.47,1198,74.0,5,463000
4968,Maruti Alto,2008,42000,Petrol,Manual,First,19.7,796,46.3,5,109000
4969,Hyundai Verna,2011,67000,Diesel,Manual,First,22.32,1582,126.32,5,380000
4970,Mercedes-Benz E-Class,2013,58000,Diesel,Automatic,First,10.0,2148,170.0,5,1575000
4971,Tata Zest,2015,27000,Petrol,Manual,First,17.57,1193,88.7,5,527000
4972,Honda Brio,2012,39566,Petrol,Manual,Second,18.4,1198,86.8,5,275000
4973,Honda Jazz,2016,14980,Diesel,Manual,First,27.3,1498,98.6,5,740000
4974,Maruti Alto,2017,18491,Petrol,Automatic,First,24.07,998,67.1,5,390000
4975,Maruti Zen,2000,90000,Petrol,Manual,Second,17.3,993,60.0,5,70000
4976,Hyundai i20,2015,118211,Diesel,Manual,First,22.54,1396,88.73,5,590000
4977,Maruti SX4,2016,63316,Diesel,Manual,First,22.7,1598,118.0,5,958000
4978,Mercedes-Benz E-Class,2014,42000,Diesel,Automatic,First,14.21,2143,203.0,5,2495000
4979,Chevrolet Enjoy,2015,25648,Petrol,Manual,First,13.7,1399,98.82,7,429000
4980,Mercedes-Benz E-Class,2011,67612,Diesel,Automatic,Second,14.21,2143,203.0,5,1150000
4981,Mahindra XUV500,2016,33000,Diesel,Manual,First,16.0,2179,140.0,7,965000
4982,Hyundai i10,2015,20000,Petrol,Manual,First,20.36,1197,78.9,5,375000
4983,Hyundai Getz,2007,143000,Petrol,Manual,Second,14.2,1341,82.9,5,110000
4984,Audi Q7,2014,118218,Diesel,Automatic,First,12.07,2967,241.4,7,3141000
4985,Mahindra Scorpio,2012,99000,Diesel,Manual,Third,12.05,2179,120.0,8,600000
4986,Honda Jazz,2016,22700,Petrol,Manual,First,18.7,1199,88.7,5,555000
4987,Tata Safari,2017,28000,Diesel,Manual,First,14.0,2179,138.1,7,1091000
4988,Mahindra XUV500,2014,62000,Diesel,Manual,First,15.1,2179,140.0,7,725000
4989,Volkswagen Polo,2012,107023,Diesel,Manual,First,22.07,1199,73.9,5,390000
4990,Maruti Swift,2012,71082,Diesel,Manual,First,19.3,1248,73.9,5,395000
4991,Audi Q3,2013,60000,Diesel,Automatic,First,15.73,1968,174.33,5,2200000
4992,Maruti Celerio,2014,21701,Petrol,Manual,First,23.1,998,67.04,5,338000
4993,Honda City,2011,56000,Petrol,Manual,First,16.8,1497,116.3,5,345000
4994,Hyundai i20,2016,32450,Petrol,Manual,First,18.6,1197,81.83,5,575000
4995,Renault KWID,2016,12500,Petrol,Manual,First,25.17,799,53.3,5,275000
4996,Mercedes-Benz CLA,2019,20483,Diesel,Automatic,First,17.9,2143,136.0,5,3030000
4997,Ford Ecosport,2014,45800,Diesel,Manual,First,22.7,1498,89.84,5,750000
4998,Hyundai i20,2015,35441,Petrol,Manual,First,18.6,1197,81.83,5,687000
4999,Toyota Innova,2015,86398,Diesel,Manual,First,12.99,2494,100.6,7,1520000
5000,Nissan Sunny,2012,150000,Diesel,Manual,First,21.64,1461,84.8,5,350000
5001,Maruti Swift,2014,89000,Diesel,Manual,First,25.2,1248,74.0,5,585000
5002,Maruti A-Star,2010,68375,Petrol,Manual,First,19.0,998,66.1,5,250000
5003,Maruti Swift,2013,52000,Petrol,Manual,First,18.6,1197,85.8,5,395000
5004,Mercedes-Benz CLA,2017,39000,Diesel,Automatic,First,17.9,2143,136.0,5,2700000
5005,Maruti Ertiga,2014,68000,Petrol,Manual,Second,16.02,1373,93.7,7,675000
5006,Maruti Wagon,2007,71000,Petrol,Manual,Second,18.9,998,67.1,5,150000
5007,Volkswagen Polo,2012,72003,Diesel,Manual,First,22.07,1199,73.9,5,390000
5008,Ford Ecosport,2014,135670,Diesel,Manual,First,22.7,1498,89.84,5,655000
5009,Honda City,2017,65850,Diesel,Manual,First,25.1,1498,98.6,5,944000
5010,Toyota Corolla,2015,53920,Petrol,Manual,First,14.28,1798,138.03,5,1077000
5011,Mahindra XUV500,2014,58000,Diesel,Manual,First,15.1,2179,140.0,7,750000
5012,Maruti Alto,2016,4000,Petrol,Manual,First,24.7,796,47.3,5,300000
